437	и	и	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#986.812#987.106
438	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#987.106#987.4
439	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#987.4#987.694
440	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#987.694#987.988
441	наша	наш	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#987.988#988.282
442	очень	очень	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#988.282#988.576
443	большая	большой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#988.576#988.87
444	проблема	проблема	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#988.87#989.165
445	слышите	слышать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#989.45#989.626
446	?	?	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#989.626#989.802
447	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@emk1994m-words#@emk1994m#989.802#989.978
448	слышите	слышать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#989.978#990.154
449	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#990.154#990.33
450	?	?	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#990.33#990.51
451	голосуйте	голосовать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#990.554#990.813
452	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#990.813#991.072
453	голосуйте	голосовать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#991.072#991.331
454	за	за	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#991.331#991.59
455	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#991.59#991.849
456	блять	блять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#991.849#992.108
457	на	на	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#992.108#992.367
458	выборах	выборы	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#992.367#992.631
459	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#992.79#993.05
460	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#993.05#993.31
461	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#993.31#993.57
462	буду	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#993.57#993.83
463	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#993.83#994.09
464	о	о	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#994.09#994.35
465	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#994.35#994.61
466	что	что	SCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#994.61#994.87
467	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#994.87#995.13
468	России	Россия	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#995.13#995.39
469	делают	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#995.39#995.65
470	одно	один	NUM	_	Case=Acc|Gender=Neut	_	_	_	@emk1994m-words#@emk1994m#995.65#995.91
471	говно	говно	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#995.91#996.17
472	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#996.17#996.43
473	а	а	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#996.43#996.69
474	на	на	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#996.69#996.95
475	западе	запад	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#996.95#997.21
476	делают	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#997.21#997.47
477	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#997.47#997.73
478	заебись	заебись	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#997.73#997.995
479	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#998.084#998.396
480	России	Россия	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#998.396#998.708
481	делают	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#998.708#999.02
482	куча	куча	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#999.02#999.332
483	классного	классный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#999.332#999.644
484	контента	контент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#999.644#999.961
485	#шёпотом#	#шёпотом#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1000.058#1000.188
486	но	но	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1000.188#1000.318
487	о	о	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1000.318#1000.448
488	нём	он	PRON	_	Case=Loc|Gender=Masc|Number=Sing|Person=3	_	_	_	@emk1994m-words#@emk1994m#1000.448#1000.578
489	никто	никто	PRON	_	Case=Nom	_	_	_	@emk1994m-words#@emk1994m#1000.578#1000.708
490	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1000.708#1000.838
491	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1000.838#1000.968
492	ну	ну	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1001.045#1001.227
493	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1001.227#1001.409
494	Антон	Антон	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1001.409#1001.591
495	Лапенко	Лапенко	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1001.591#1001.773
496	да	да	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1001.773#1001.955
497	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1001.955#1002.137
498	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1002.137#1002.319
499	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1002.319#1002.501
500	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1002.501#1002.683
501	очень	очень	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1002.683#1002.865
502	близко	близко	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1002.865#1003.047
503	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1003.047#1003.229
504	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1003.229#1003.411
505	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1003.411#1003.593
506	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1003.593#1003.775
507	очень	очень	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1003.775#1003.957
508	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1003.957#1004.139
509	смешно	смешной	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@emk1994m-words#@emk1994m#1004.139#1004.326
510	да	да	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1007.9#1008.408
511	как	как	SCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1008.41#1008.849
512	проект	проект	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1008.849#1009.288
513	да	да	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1009.46#1009.676
514	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1009.676#1009.892
515	да	да	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1009.892#1010.11
516	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1010.12#1010.386
517	интересно	интересный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@emk1994m-words#@emk1994m#1010.386#1010.652
518	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1010.652#1010.918
519	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1010.918#1011.184
520	интересно	интересный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@emk1994m-words#@emk1994m#1011.184#1011.45
521	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1011.45#1011.716
522	но	но	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1011.716#1011.982
523	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1011.982#1012.248
524	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1012.248#1012.514
525	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1012.514#1012.78
526	почему	почему	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1012.78#1013.05
527	почему	почему	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1013.053#1013.241
528	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1013.241#1013.429
529	должен	должен	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@emk1994m-words#@emk1994m#1013.429#1013.617
530	на	на	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1013.617#1013.805
531	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1013.805#1013.993
532	подписаться	подписать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1013.993#1014.181
533	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1014.181#1014.369
534	смотреть	смотреть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1014.369#1014.557
535	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1014.557#1014.745
536	наблюдать	наблюдать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1014.745#1014.933
537	за	за	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1014.933#1015.121
538	этим	это	DET	_	Case=Dat|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1015.121#1015.312
539	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1015.314#1015.651
540	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1015.651#1015.988
541	что	что	PRON	_	Case=Acc	_	_	_	@emk1994m-words#@emk1994m#1015.988#1016.325
542	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1016.325#1016.662
543	хватает	хватать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1016.662#1016.999
544	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1016.999#1017.336
545	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1017.336#1017.673
546	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1017.673#1018.01
547	какого-то	какой-то	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1018.01#1018.347
548	адекватного	адекватный	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1018.347#1018.684
549	менторства	менторство	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1018.684#1019.021
550	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1019.021#1019.358
551	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1019.358#1019.695
552	хватает	хватать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1019.695#1020.032
553	каких-то	какой-то	DET	_	Case=Gen|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1020.032#1020.369
554	#вдох#	#вдох#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1020.369#1020.706
555	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1020.706#1021.056
556	популярных	популярный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1021.07#1021.324
557	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1021.324#1021.578
558	которые	который	PRON	_	Case=Nom	_	_	_	@emk1994m-words#@emk1994m#1021.578#1021.832
559	бы	бы	AUX	_	_	_	_	_	@emk1994m-words#@emk1994m#1021.832#1022.086
560	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1022.086#1022.34
561	рассказывали	рассказать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1022.34#1022.594
562	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1022.594#1022.848
563	о	о	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1022.848#1023.102
564	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1023.102#1023.356
565	что	что	PRON	_	Case=Nom	_	_	_	@emk1994m-words#@emk1994m#1023.356#1023.61
566	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1023.61#1023.864
567	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1023.864#1024.118
568	социальные	социальный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1024.118#1024.372
569	вайны	вайна	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1024.372#1024.626
570	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1024.626#1024.88
571	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1024.88#1025.134
572	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1025.134#1025.388
573	хорошо	хороший	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@emk1994m-words#@emk1994m#1025.388#1025.642
574	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1025.642#1025.896
575	но	но	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1025.896#1026.15
576	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1026.15#1026.404
577	смотрите	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1026.404#1026.658
578	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1026.658#1026.912
579	можно	можно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1026.912#1027.166
580	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1027.166#1027.42
581	так	так	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1027.42#1027.674
582	вот	вот	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1027.674#1027.951
583	да	да	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1032.95#1033.29
584	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1035.255#1035.567
585	сижу	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1035.567#1035.879
586	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1035.879#1036.191
587	таком	такой	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1036.191#1036.503
588	состоянии	состояние	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1036.503#1036.815
589	что	что	SCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1036.815#1037.127
590	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1037.127#1037.439
591	принципе	принцип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1037.439#1037.751
592	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1037.751#1038.063
593	сюда	сюда	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1038.063#1038.375
594	просто	просто	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1038.375#1038.687
595	водяру	водяра	NOUN	_	Animacy=Inan|Case=Par|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1038.687#1038.999
596	хлестать	хлестать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1038.999#1039.315
597	социальные	социальный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1039.368#1039.754
598	вайны	вайна	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1039.754#1040.14
599	наверно	наверно	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1040.14#1040.526
600	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1040.526#1040.912
601	единственное	единственный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1040.912#1041.298
602	да	да	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1041.298#1041.685
603	выпьем	выпить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1041.69#1042.948
604	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1049.7#1049.97
605	работаем	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1049.97#1050.24
606	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1050.24#1050.51
607	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1050.51#1050.78
608	делаем	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1050.78#1051.05
609	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1051.05#1051.32
610	снимаем	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1051.32#1051.59
611	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1051.59#1051.86
612	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1051.86#1052.13
613	хорошо	хорошо	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@emk1994m-words#@emk1994m#1052.13#1052.402
614	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1052.404#1052.694
615	уже	уже	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1052.694#1052.984
616	там	там	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1052.984#1053.274
617	полюбившийся	полюбиться	VERB	_	Aspect=Perf|Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid	_	_	_	@emk1994m-words#@emk1994m#1053.274#1053.564
618	формат	формат	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1053.564#1053.854
619	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1053.854#1054.144
620	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1054.144#1054.434
621	пьяный	пьяный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1054.434#1054.724
622	пересказ	пересказ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1054.724#1055.014
623	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1055.014#1055.304
624	очень	очень	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1055.304#1055.594
625	долгое	долгий	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1055.594#1055.884
626	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1055.884#1056.174
627	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1056.174#1056.464
628	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@emk1994m-words#@emk1994m#1056.464#1056.754
629	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1056.754#1057.044
630	снимали	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1057.044#1057.334
631	потому	потому	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1057.334#1057.624
632	что	что	SCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1057.624#1057.914
633	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1057.914#1058.204
634	очень	очень	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1058.204#1058.494
635	сложно	сложный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@emk1994m-words#@emk1994m#1058.494#1058.784
636	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1058.784#1059.074
637	производстве	производство	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1059.074#1059.385
638	и	и	CCONJ	_	_	_	_	_	@emk1994m-words#@emk1994m#1059.402#1059.663
639	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1059.663#1059.924
640	пишут	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1059.924#1060.185
641	где	где	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1060.185#1060.446
642	пьяный	пьяный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1060.446#1060.707
643	пересказ	пересказ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1060.707#1060.968
644	?	?	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1060.968#1061.229
645	верните	вернуть	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1061.229#1061.49
646	пьяный	пьяный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1061.49#1061.751
647	пересказ	пересказ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1061.751#1062.018
648	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@emk1994m-words#@emk1994m#1062.028#1062.328
